category	subCategory	name	scientificName	latinName	tradeMarkName	ingredientProductTypes	amount	potency	cost	suggestedOverage	gummyOverage	primary	secondary	tertiary	manufacturingCountry	originCountry	shelfLife	bulkDensity	tappedDensity	avergageParticleSize	lossOnDrying	arsenic	cadmium	lead	mercury	celery	custaceans	egg	fish	gluten	lupin	milk	molluscs	mustard	peanut	sesameSeeds	shellfish	soy	sulphites	treeNuts	wheat	vegan	non_gmo	kosher	gluten_Free	organic	moisture	calories	protein	carbohydrates	dietaryFiber	totalSugars	addedSugar	totalFat	saturatedFat	monounsaturatedFat	polyunsaturatedFat	transFat	cholesterol	sodium	vitaminA	vitaminC	vitaminD	vitaminE	vitamink	vitaminK2	thiamin	riboflavin	niacin	vitaminB6	folicAcid	vitaminB12	biotin	pantothenicAcid	choline	calcium	iron	phosphorus	iodine	magnesium	zinc	selenium	copper	manganese	chromium	molybdenum	chloride	potassium	boron
Vegetables	Antioxidant	Spinach Juice Powder	Spinacia Oleracea	Spinach (Spinacia oleracea) (leaf)		P	100	1	8	1						China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y			0	0	0	0	0	0		0	0	0	0		0		0		0	0					0																			0	
Vegetables	Antioxidant	Spinach Powder	Spinacia Oleracea	Spinach (Spinacia oleracea) (leaf)		P	1	1	7.17	1						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vegetables	Antioxidant	Spinach Powder (Powder Applications)	Spinacia Oleracea	Spinach (Spinacia oleracea) (leaf)		P	100	1	7.8	1						China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y				130	0.2	85	0.9	40	0	0.1				0		22																24													
Vegetables	Antioxidant	Spinach Powder (Spray Dried)	Spinacia Oleracea	Spinach (Spinacia oleracea) (leaf)		P	1	1	16	1	1					India	24									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Specialty	Antioxidant	Spirulina (Organic)	Arthrospira platensis	Organic Spirulina (Arthrospira platensis)		C,T,P,G	100	0.6	8.3	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y				378	65	12.6	0	0		5.7	0	0	0		0		120		2	0												400	28.5			800								2000	
Specialty	Antioxidant	Spirulina Blue	Arthrospira platensis	Organic Blue Spirulina Powder		C,T,P,G	1	1	98	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Specialty	Antioxidant	Spirulina Blue (Organic)	Arthrospira platensis	Organic Blue Spirulina Powder		C,T,P,G	1	1	180	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Specialty	Antioxidant	Spirulina Powder	Arthrospira platensis	Spirulina (Arthrospira platensis)		C,T,P,G	1	0.6	9.5	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Specialty	Antioxidant	Spirulina Powder 80 Mesh	Arthrospira platensis	Spirulina (Arthrospira platensis)		C,T,P,G	1	0.6	6.98	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Antioxidant	Spirulina Powder Organic (Powder Applications)	Arthrospira platensis	Organic Spirulina (Arthrospira platensis)		C,T,P,G	100	0.6	7	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y			6.8	382	65	12.8	6.14	8.4		5.5	2.5	2.3	0.2		0	338																200	28.5											1690	
Herbs	Mood	St. John's Wort Extract 0.3% Hypericin	Hypericum perforatum L.	St. John's Wort Extract (0.3% Hypericin)(flower heads)		C,T,P,G	1	0.003	34	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Mood	St. John's Wort Herb Powder (Organic)	Hypericum perforatum L.	Organic St. John's Wort (stem, leaf, flower)		C,T,P	1	1	4.25	1	1					Albania	36									T		F	F		F	F		T	F	T	F	F	F	T	T		Y	Y																																													
Excipients	Flow Agent	Starch Glycolate (2.8% sodium)	Sodium Starch Glycolate	Sodium Starch Glycolate		C,T	1	1	6	1						India	60									F	F	F	F	F	F	F	F	F	F	F		F	F	F	F			Y																																													
Excipients	Lubricant	Stearic Acid	Stearic Acid	Stearic Acid		C,T	1	1	8.5	1						India	60									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Lubricant	Stearic Acid Powder	Stearic Acid	Stearic Acid		C,T	1	0.9	8.5	1						India	60											F	F			F			F		F	F	F	F	F		Y																																														
Sweeteners	Natural Sweeteners	Stevia (RA 98%)	Stevia Rebaudiana	Stevia Extract (Stevia rebaudiana) (leaf)		T,P,G	1	0.98	88	1	1					China	36											F	F		F				F		F	F		F	F			Y																																													
Sweeteners	Natural Sweeteners	Stevia Extract 90%	Stevia Rebaudiana	Stevia Extract (Stevia rebaudiana) (leaf)		T,P,G	1	0.9	90	1	1					China	36										F	F	F			F			F	F	F	F		F	F		Y																																														
Sweeteners	Natural Sweeteners	Stevia Extract Bitterless (Organic)	Stevia Rebaudiana	Organic Stevia Extract (Stevia rebaudiana) (leaf)		T,P,G	1	0.9	23	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Sweeteners	Natural Sweeteners	Stevia P.E. 90%	Stevia Rebaudiana	Stevia (Standardized Extract 90% Steviosides)		T,P,G	1	0.9	30	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Sweeteners	Natural Sweeteners	Stevia P.E. 95%	Stevia Rebaudiana	Stevia (Standardized Extract 95% Steviosides)		T,P,G	1	0.95	40.5	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y			2.4																																										
Sweeteners	Natural Sweeteners	Stevia P.E. 97%	Stevia Rebaudiana	Stevia (Standardized Extract 97% Steviosides)		T,P,G	1	0.97	45	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Sweeteners	Natural Sweeteners	Stevia P.E. 98%	Stevia Rebaudiana	Stevia (Standardized Extract 98% Steviosides)		T,P,G	1	0.98	69	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Fruits	Flavor	Strawberry Powder	Fragaria ananassa	Strawberry (Fragaria ananassa) Powder		C,T,P,G	1	1	13	1	1					India	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F				Y																																													
Sweeteners	Artificial Sweeteners	Sucralose	Sucralose	Sucralose		T,P,G	1	0.98	28.5	1	1					China	24										F	F	F			F						F		F	F																																																
Sweeteners	Artificial Sweeteners	Sucralose 100 Mesh	Sucralose	Sucralose		T,P,G	1	0.98	45	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F	F		Y																																														
Sweeteners	Artificial Sweeteners	Sucralose 60 Mesh	Sucralose	Sucralose		T,P,G	1	0.98	26	1	1					China	24										F	F	F			F						F		F	F			Y																																													
Sweeteners	Artificial Sweeteners	Sucralose Powder	Sucralose	Sucralose		T,P,G	1	0.98	45	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F		F	F	F	F		Y																																														
Herbs	Adaptogen	Suma Root Powder	Pfaffia paniculata	Suma (root)		C,T,P,G	1	1	18.31	1	1					Brazil	36									T		F	F		F	F		T	F	T	F	F	F	T	T			Y																																													
Oils	Heart Health	Sunflower Oil <70% oleic	Helianthus	Sunflower (Helianthus), oil, greater than 70% oleic		C	100	0.7	12	1																																					0	884						98	9.9	84	3.8		0	0	0	0	0	41			0	0	0	0	0	0				0	0											0	
Oils	Heart Health	Sunflower OIl > 60% linoleic	Helianthus	Sunflower (Helianthus), oil, less than 60% linoleic		C	100	0.6	10	1																																					0	884						98	10.1	45	40		0	0	0	0		41			0	0	0	0	0	0				0	0.1											0	
Oils	Heart Health	Sunflower Oil 65% linoleic	Helianthus	Sunflower (Helianthus), oil, 65% linoleic		C	100	0.65	10	1																																					0	884						98	10.3	20	66		0	0	0	0	0	41			0	0	0	0	0	0				0	0											0	
Herbs	General Health	Sunflower Oil Powder	Helianthus annus	Sunflower Oil		C,T,P,G	100	0.7	18	1	1					China	24									F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F			Y				622	5.2	38	0			50						310		0	0													0												0	
Specialty	General Health	Sunflower Phosphatidylcholine	Phosphatidyl Choline	Sunflower Lecithin (Phosphatidyl Choline)		C,T,P,G	1	0.9	481.25	1	1					Germany										F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Protein	Plant Based	Sunflower Seed Powder (Organic)	Helianthus Annuus	Organic Sunflower Lecithin (from sunflower)		P	100	1	8.25	1						United States	24	0.5	0.6							F	F	F	F	F	F	F			F	F	F	F	F	F	F	Y	Y	Y				472	47	17.47	10.6	3.6		24	1.9			2	0	4.8		0														135	8.2												
Protein	Plant Based	Sunflower Seeds Protein 55% (Organic)	Helianthus Annuus	Sunflower Seed (Helianthus annuus) Protein 55% (Organic)		P	1	0.55	12.8	0.98						China	24																															328	55					12																																			
Vegetables	General Health	Sweet Potato Powder	Ipomoea Batatas	Sweet Potato		P	1	1	4.67	1						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vegetables	General Health	Sweet Potato Powder 40 Mesh	Ipomoea Batatas	Sweet Potato		P	100	1	6.19	1						China	18									T	F	T	F	T	F	F	F	F	F	T	F	T	T	T	T		Y					356	6.5	83	12.4	17.3		0.2	0.1	0	0.1	0	0	228		10	0	1.1			0.3	0.25	2.3	0.9		0				124	2.5			104	1.2							1394	
Herbs	Immune Health	Sweet Wormwood Powder	Artemisia annua	Sweet Wormwood (Artemisia annua) (aerial parts)		C,T,P,G	1	1	9.5	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Immune Health	Symetrian™	Aloe barbadensis M, Poria cocos W & Rosmarinus offcinalis L	Symetrian™ (Proprietary blend of standardized extracts from Inner leaves of Aloe barbadensis, fungus fruits of Poria cocos and leaves of Rosmarinus offcinalis)	Symetrian™	C,T,P,G	1	1	215	1	1	Unigen Corporation			S. Korea	S. Korea	24	0.7		80	5%					F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Immune Health	Symetrian™ - PET HEALTH	Aloe barbadensis M, Poria cocos W & Rosmarinus offcinalis L	Symetrian™ for Pets (Proprietary blend of standardized extracts from Inner leaves of Aloe barbadensis, fungus fruits of Poria cocos and leaves of Rosmarinus offcinalis)	Symetrian™ for Pets	C,T,P,G	1	1	215	1	1	Unigen Corporation			S. Korea	S. Korea	24	0.7		80	5%					F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Specialty	Brain Health	Synthetic Huperzine A 1%	Huperzia serrata	Huperzine A (from Huperzia serrata whole plant extract)		C,T,P,G	1	0.01	890	0.98	0.95					China	60									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Immune Health	Tamarind Extract 4:1	Tamarindus indica	Tamarind 4:1 Extract		C,T,P,G	1	1	10	0.98	0.95					India	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Fruits	General Health	Tangerine Peel Extract 10:1 Powder	Citrus Reticulata Blanco	Tangerine (Citrus Reticulata Blanco) (peel) Extract 10:1		C,T,P,G	1	1	9.5	0.98	0.95					China	24																										Y	Y																																													
Excipients	Filler	Tapioca Maltodextrin DE15-20	Tapioca Maltodextrin	Tapioca Maltodextrin		P,G	1	1	2.1	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Fruits	Vitality	Tart Cherry Extract 10:1	Prunus Cerasus	Tart Cherry 10:1 Extract (fruit)		C,T,P,G	1	1	10	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Fruits	Vitality	Tart Cherry Powder	Prunus Cerasus	Tart Cherry 10:1 Extract (fruit)		C,T,P,G	1	1	9	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Specialty	HSN (Hair, Skin, Nails)	Tartaric Acid	Tartaric Acid	Tartaric Acid		C,T,P,G	1	1	2.9	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Amino Acid	Energy	Taurine 100 Mesh	Taurine	Taurine		C,T,P,G	1	0.99	3	0.98	0.95					China	36										F	F	F	F		F		F	F	F	F	F		F	F		Y	Y																																													
Amino Acid	Energy	Taurine 40-80 Mesh	Taurine	Taurine		C,T,P,G	1	0.99	3	0.98	0.95					China	36										F	F	F	F		F		F	F	F	F	F		F	F		Y	Y																																													
Amino Acid	Energy	Taurine 80-160 Mesh	Taurine	Taurine		C,T,P,G	1	0.99	5.5	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Amino Acid	Energy	Taurine Regular 40-80 Mesh	Taurine	Taurine		C,T,P,G	1	0.99	3	0.98	0.95					China	36										F	F	F	F		F		F	F	F	F	F		F	F																																																
Specialty	Digestive Health	Tauroursodeoxycholic Acid	Tauroursodeoxycholic Acid	TUDCA (Tauroursodeoxycholic Acid)		C,T,P,G	100	0.98	680	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						4.3	356	0	0	0	0		0						0																												0	
Herbs	Heart Health	Terminalia Arjuna Extract 30% Tannins	Terminalia arjuna	Arjuna Extract (bark) (30% Tannins)		C,T,P,G	1	0.3	16	0.98	0.95					India	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Specialty	Energy	Theobromine	Theobroma Cacao	Theobromine		C,T,P,G	1	0.95	65	0.98	0.95					Spain	36										F	F	F			F			F		F	F		F	F		Y																																														
Specialty	Prebiotic	Tigernut Flour (Organic)	Cyperus Esculentus	Tigernut (Cyperus esculentus) Flour, Organic		C,T,P,G	100	1	14.26	1	1					Spain	12									F		F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y				451	4.3	63	15.6	20	0	24	5.1	16	2.6		0	0			0													15	8.7											860	
Excipients	Opacifier	Titanium Dioxide	Titanium Dioxide	Titanium Dioxide		C,T,P,G	1	0.985	4.5	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F	F																																																
Fruits	Antioxidant	Tomato Powder	Solanum Lycopersicum	Tomato Powder		P,G	1	1	6.5	1	1					India	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F																																																	
Fruits	Flavor	Tomato Powder (Flavor)	Solanum Lycopersicum	Tomato Powder		P,G	1	1	6.96	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Fruits	Antioxidant	Tomato Powder (Spray Dried)	Solanum Lycopersicum	Tomato Powder		P,G	1	1	10.25	1	1					India	36									F		F	F	F		F	F		F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 0.3% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (0.3% Eurycomanone)		C,T,P,G	1	0.003	21	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 0.5% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (0.5% Eurycomanone)		C,T,P,G	1	0.005	25	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 1% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (1% Eurycomanone)		C,T,P,G	1	0.01	55	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 10% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (10% Eurycomanone)		C,T,P,G	1	0.1	937	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 100:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (100:1)		C,T,P,G	1	1	16	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 100:1 (Irradiated)	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (100:1)		C,T,P,G	1	1	15	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 2% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (2% Eurycomanone)		C,T,P,G	1	0.02	150	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 20:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (20:1)		C,T,P,G	1	1	12.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 200:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (200:1)		C,T,P,G	1	1	18	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 3% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (3% Eurycomanone)		C,T,P,G	1	0.03	240	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 40:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (40:1)		C,T,P,G	1	1	14	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract 5% Eurycomanone	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (5% Eurycomanone)		C,T,P,G	1	0.05	390	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract Powder 0.2%	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root)		C,T,P,G	1	0.02	24.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Extract Powder 0.3%	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root)		C,T,P,G	1	0.03	37	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali P.E. 100:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (200:1)		C,T,P,G	1	1	35	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali P.E. 200:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (200:1)		C,T,P,G	1	1	19	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Powder	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root)		C,T,P,G	1	1	10	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Root Extract 100:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (100:1)		C,T,P,G	1	1	12.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Root Extract 200:1	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (200:1)		C,T,P,G	1	1	20	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Root Extract Eurycomanone 1%	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root) (1% Eurycomanone)		C,T,P,G	1	0.01	77	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Root Powder	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root)		C,T,P,G	1	1	18	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Men's Health	Tongkat Ali Root Steam Treated	Eurycoma longifolia	Tongkat Ali Extract (Eurycoma longifolia) (root)		C,T,P,G	1	1	8.2	1	1					India	36										F	F	F			F			F		F	F		F	F																																																
